soil_moisture,temperature,water
76.18,35.43,17.11
85.32,15.89,5.54
18.74,18.02,28.22
29.74,38.53,33.33
52.67,24.81,15.61
87.87,15.63,5.82
10.91,18.48,28.11
18.05,32.24,36.38
20.6,26.97,29.76
50.58,29.84,22.49
46.2,32.16,27.1
15.08,17.07,27.99
78.36,12.55,10.61
78.85,34.96,9.65
33.05,44.75,31.08
37.99,23.86,24.39
12.91,36.94,36.61
28.82,25.38,31.26
82.19,26.25,7.91
18.62,14.45,26.8
58.57,20.41,13.74
33.15,28.75,29.39
50.29,26.63,19.82
77.68,13.42,11.73
81.18,37.41,17.28
23.7,27.18,30.26
56.18,40.09,21.83
34.67,44.9,31.5
62.6,34.31,20.12
46.14,10.95,17.55
77.37,31.67,15.08
84.21,38.89,15.52
18.47,10.78,28.98
43.33,26.56,22.71
89.41,35.42,8.25
67.66,37.27,17.89
85.91,27.42,7.32
76.43,11.01,5.92
26.75,28.69,26.16
12.26,42.23,40.0
33.84,28.71,27.64
79.82,23.4,9.49
16.88,37.1,35.17
85.35,44.97,14.65
17.29,36.22,33.99
33.07,43.72,33.7
72.97,25.12,11.19
88.29,37.35,14.39
69.45,35.85,17.05
83.75,20.12,8.32
88.88,44.96,17.07
35.7,41.97,33.08
48.73,33.28,23.83
65.48,37.98,19.7
81.76,25.87,8.6
88.35,30.71,8.87
62.53,37.68,20.98
51.29,44.84,30.32
76.49,31.02,13.92
39.31,29.42,27.26
24.48,35.8,34.8
43.29,38.32,28.76
44.9,14.38,18.58
62.85,22.04,12.09
27.23,24.0,27.21
44.6,27.71,21.03
61.09,18.19,13.79
34.66,43.64,33.44
80.08,30.72,9.67
89.43,10.76,3.37
55.75,17.98,17.22
18.15,17.47,30.84
31.18,40.98,32.89
18.74,28.79,32.16
39.08,40.76,35.15
47.92,16.65,16.67
58.73,33.48,21.38
48.18,33.06,22.68
60.6,19.55,13.95
50.34,34.22,22.53
52.91,12.61,19.41
64.54,42.28,21.96
52.36,29.01,18.82
60.91,41.99,21.62
51.45,27.0,22.39
34.11,43.09,34.94
84.33,39.22,14.65
39.91,38.27,31.28
69.41,29.43,16.38
43.54,32.74,25.67
29.54,36.45,34.53
33.4,29.68,28.86
25.02,39.64,31.3
56.26,24.48,17.35
36.23,20.23,24.7
23.92,33.34,31.68
40.84,19.68,17.52
38.37,22.98,24.93
26.96,38.4,36.09
35.43,15.15,21.94
23.41,36.77,31.84
45.32,35.39,26.95
58.92,17.37,13.69
39.74,39.5,27.04
23.96,17.63,27.43
66.1,31.41,18.03
39.11,18.43,23.23
37.51,14.01,24.25
38.14,24.29,26.74
63.56,10.42,11.02
50.44,18.22,17.97
77.8,38.18,15.1
28.51,21.64,26.48
19.95,31.87,34.02
21.6,22.09,31.72
33.45,38.69,30.89
23.45,21.22,29.36
23.74,20.46,29.14
70.64,16.87,9.57
89.5,18.0,3.46
71.06,13.59,11.54
22.2,39.21,33.38
66.36,15.12,12.0
39.74,26.8,22.84
79.04,27.13,9.15
80.3,21.22,6.29
49.31,22.63,17.76
73.2,31.48,16.4
12.0,30.21,33.49
36.67,35.01,30.13
32.5,38.37,30.04
72.99,28.95,9.62
31.26,43.85,35.39
69.62,23.21,12.96
81.92,16.03,5.76
21.21,43.27,36.69
46.06,42.01,27.97
47.96,10.83,19.23
55.05,19.55,19.31
72.34,43.2,22.69
79.34,25.75,8.11
40.01,23.65,23.32
77.18,13.34,9.88
81.38,28.34,8.02
89.17,40.04,13.75
74.14,18.54,7.72
46.46,15.3,16.67
24.65,39.37,33.48
79.25,20.9,5.56
46.91,28.53,21.52
22.0,44.05,36.04
18.15,41.07,33.71
11.39,32.43,32.34
57.76,29.49,20.28
20.91,35.0,35.25
18.09,30.81,34.25
39.63,39.38,30.11
41.53,37.08,30.9
48.02,43.94,30.18
60.18,15.23,13.21
47.6,40.09,24.21
43.01,21.63,20.31
49.63,15.08,16.23
65.6,30.34,15.65
21.56,25.47,30.91
75.0,22.77,8.74
72.04,13.22,11.45
31.43,12.43,20.86
34.19,25.09,25.62
66.42,40.87,19.96
45.69,27.86,26.68
21.56,29.86,31.62
87.87,16.24,3.03
26.35,25.47,27.3
64.29,12.13,10.69
27.29,28.83,27.4
78.35,36.62,16.35
15.2,28.68,31.46
67.88,23.97,16.8
77.81,23.93,9.83
37.06,39.19,30.57
73.16,44.39,20.07
80.76,43.27,15.81
19.08,32.25,32.94
64.21,33.07,16.8
86.56,40.44,13.31
58.59,36.05,23.88
82.29,35.67,12.45
69.34,43.86,21.85
57.51,36.16,21.61
32.25,38.93,34.23
30.82,27.12,25.7
79.48,40.59,15.51
75.92,27.77,12.32
36.63,34.7,28.27
85.82,17.33,7.96
66.51,28.9,17.05
54.12,40.32,25.92
54.38,38.25,23.31
12.88,38.11,36.07
43.9,36.72,26.97
19.98,18.01,27.06
76.55,25.86,10.64
33.47,19.03,25.84
69.79,12.16,7.88
62.13,20.78,11.71
21.28,28.23,28.31
45.62,38.59,27.88
20.18,10.72,26.35
32.61,11.7,22.85
57.68,35.02,22.04
77.75,38.32,17.81
68.68,11.39,12.59
79.67,29.22,9.48
15.14,44.48,39.6
27.0,40.94,37.81
60.8,25.54,15.41
31.66,32.1,29.92
30.76,27.04,25.85
40.1,10.45,20.33
50.29,44.25,27.61
83.12,41.94,17.58
63.29,38.64,20.89
67.93,21.06,12.33
58.18,25.79,16.66
72.67,12.56,7.45
73.05,27.82,12.81
33.88,28.26,26.31
32.14,27.41,24.79
49.88,30.37,24.13
41.45,27.08,19.42
22.28,19.06,26.95
45.21,34.83,27.26
72.37,27.57,9.34
46.73,33.29,29.9
57.98,31.29,19.89
34.36,14.65,24.6
87.3,36.58,11.36
62.04,27.37,14.16
78.53,23.16,10.77
16.5,22.65,28.91
85.18,43.33,14.39
47.19,26.1,19.65
44.91,32.53,26.48
73.02,37.58,16.24
62.09,38.38,20.88
26.15,36.89,34.85
79.19,21.44,6.73
50.41,41.48,27.6
73.22,42.38,14.07
61.23,36.41,18.41
72.65,28.87,13.92
55.89,28.94,19.97
24.07,11.65,24.71
79.13,15.94,2.56
71.34,30.22,13.94
82.93,29.0,8.82
80.19,40.25,15.33
42.98,36.02,26.26
27.7,25.76,27.3
86.71,37.74,15.47
79.91,22.75,6.04
23.06,19.69,29.27
78.81,15.73,6.03
16.63,24.7,32.61
52.01,20.9,18.11
39.4,23.37,23.24
52.45,35.73,19.41
11.86,39.11,38.54
22.83,19.52,26.52
13.24,23.97,32.27
62.68,33.11,18.86
70.86,27.78,12.73
27.34,11.75,26.14
85.15,42.26,10.58
71.92,26.06,10.79
46.94,32.8,24.47
89.93,23.73,4.56
62.25,32.78,17.02
74.98,32.13,16.64
11.45,23.04,33.15
27.91,28.45,29.1
52.75,16.7,15.35
39.43,42.67,30.4
10.66,28.26,36.51
16.06,19.97,31.25
74.38,28.46,14.41
37.26,39.52,31.77
11.92,25.48,34.2
87.12,16.36,5.43
25.69,37.25,34.07
45.58,26.13,21.47
77.25,10.07,9.47
38.15,11.16,21.55
41.35,41.51,27.84
45.94,15.15,19.86
71.84,32.5,17.0
52.16,27.48,22.32
34.4,41.29,31.79
41.8,39.42,27.1
80.73,26.59,9.73
71.23,30.91,13.78
59.52,37.1,22.34
74.86,43.8,21.31
43.01,28.8,24.53
56.36,24.05,18.87
52.53,37.61,24.88
31.08,26.2,27.07
49.0,37.51,25.32
81.15,38.51,16.0
56.57,23.86,13.85
41.36,25.18,21.4
41.87,30.93,26.13
88.26,32.89,6.96
22.3,29.19,32.39
63.5,29.53,13.72
17.86,34.8,39.32
58.65,37.29,23.06
45.97,21.11,18.85
46.1,28.29,25.37
69.75,36.0,17.62
72.29,40.04,21.06
45.89,38.15,29.04
74.92,41.58,16.77
43.25,33.2,24.12
78.95,38.96,15.14
30.02,20.12,20.95
81.79,27.2,10.01
85.68,13.6,8.96
21.77,25.61,31.8
38.11,22.58,25.78
89.82,37.79,13.69
85.53,31.78,10.82
11.47,40.23,40.0
81.81,36.07,13.62
75.58,21.8,10.67
39.47,28.37,25.21
80.58,15.44,6.23
79.4,42.26,19.23
59.98,18.91,15.31
16.92,19.45,31.43
37.04,11.17,19.4
78.85,33.35,11.35
89.07,37.4,9.65
30.99,31.25,31.92
88.06,30.65,9.51
67.9,34.06,14.19
74.35,13.92,8.92
82.85,21.82,9.66
27.9,28.53,31.45
12.06,36.43,40.0
48.58,44.9,32.47
42.69,34.89,24.23
12.27,10.71,28.94
27.0,16.29,26.72
30.62,38.11,32.77
89.74,10.39,5.25
57.54,27.43,16.84
16.13,10.01,26.42
55.23,40.14,24.99
66.07,26.8,13.98
10.87,15.32,29.53
75.59,23.0,8.45
27.95,13.2,24.87
34.19,43.28,33.93
86.95,26.76,9.49
71.18,36.74,17.09
45.17,27.62,23.56
50.09,14.68,17.2
37.04,11.66,24.13
58.7,10.8,14.95
48.68,38.76,30.13
38.9,32.83,27.95
22.33,44.95,39.47
52.48,25.81,18.11
84.36,37.83,10.72
15.06,36.38,37.53
11.25,34.85,34.02
85.37,20.04,6.87
22.22,26.56,32.68
72.54,41.95,17.94
48.11,22.19,18.54
29.12,28.0,25.37
28.9,25.31,28.05
59.46,39.64,21.85
72.91,44.33,23.93
36.87,24.51,20.73
18.71,36.18,33.12
32.38,24.39,28.3
60.15,40.81,24.75
49.76,23.03,14.26
71.3,31.08,14.18
56.33,26.22,20.96
27.14,33.88,33.92
79.0,35.21,15.61
27.21,23.39,28.75
62.23,44.73,22.77
16.62,27.4,29.83
52.87,20.25,17.68
84.64,14.0,5.46
48.51,25.55,23.12
70.26,16.83,14.09
87.5,28.58,9.29
62.35,40.44,23.88
85.61,29.03,10.83
88.79,12.8,6.13
51.2,43.6,25.48
15.98,35.81,37.69
61.18,40.18,23.81
56.3,27.5,20.64
61.12,12.92,10.45
42.11,40.76,28.86
14.05,25.54,33.37
65.84,33.65,18.91
12.33,12.48,28.39
41.44,33.01,25.01
78.35,41.63,16.99
50.61,19.04,17.07
27.76,37.64,31.49
79.5,26.11,7.33
75.39,17.88,10.78
67.31,11.79,13.54
19.57,34.67,30.3
16.02,32.91,35.64
41.18,24.27,20.41
55.05,34.23,20.46
77.16,20.91,10.34
48.83,35.08,24.42
41.11,16.23,18.46
35.95,24.3,24.17
58.78,38.18,24.78
23.08,23.37,27.46
86.2,23.45,6.94
60.36,30.37,20.22
16.6,13.2,30.23
69.04,39.93,20.69
37.29,13.99,20.11
16.12,39.83,35.89
37.35,27.78,25.33
84.09,38.93,12.01
22.34,33.09,33.44
29.86,25.81,26.33
79.34,32.13,12.54
64.58,38.45,19.44
77.59,44.7,18.05
49.53,44.95,28.13
89.12,20.98,4.45
54.83,24.61,16.34
54.53,43.84,25.7
75.45,29.52,13.1
58.69,26.34,17.66
17.41,41.22,37.58
25.62,39.69,33.29
65.29,13.69,8.68
31.36,13.49,22.32
58.61,24.47,18.62
46.03,28.73,22.06
64.61,36.04,20.38
66.25,34.76,17.0
42.39,43.05,32.56
74.87,39.04,17.32
85.71,44.63,15.27
30.67,43.27,33.3
51.97,33.68,24.5
64.43,26.12,14.35
72.36,17.04,12.47
74.11,22.46,12.7
60.07,19.9,16.53
66.75,34.68,20.7
12.59,34.09,39.21
59.25,12.44,14.93
18.33,32.59,35.73
18.63,27.17,32.73
45.97,24.78,20.02
87.31,36.19,15.97
58.47,38.44,20.97
48.33,34.7,24.13
48.1,38.49,24.56
33.19,16.06,24.87
76.22,10.07,1.71
45.74,35.77,24.96
19.46,23.59,29.25
75.91,14.83,7.29
27.7,37.8,36.33
67.94,37.25,18.71
70.25,13.1,11.86
71.21,18.02,10.5
87.16,30.72,2.41
29.56,40.0,34.59
49.28,21.3,14.9
26.69,30.3,32.32
74.5,29.68,15.8
63.17,36.58,18.73
29.6,31.67,33.32
77.62,22.43,9.2
29.58,22.24,25.11
28.7,23.68,27.72
13.81,21.38,32.61
59.3,16.72,15.94
34.56,33.54,32.55
69.98,43.39,21.13
34.38,17.31,18.95
38.4,22.47,24.72
11.62,43.48,40.0
53.5,25.62,17.94
61.88,11.54,13.12
77.01,31.81,14.51
10.46,24.06,32.41
10.23,41.5,40.0
44.16,31.59,27.54
83.54,31.81,11.01
50.37,41.22,26.81
84.52,42.49,15.91
32.25,39.56,32.48
59.02,33.28,21.29
63.76,14.14,10.76
44.7,25.16,20.4
48.97,31.97,21.68
62.27,44.56,26.52
28.84,27.43,26.32
67.53,18.39,9.1
32.01,38.23,30.46
41.03,21.1,21.92
81.04,28.36,10.54
19.78,10.15,26.3
72.01,22.23,5.95
12.53,32.68,34.35
74.61,27.17,8.7
62.87,24.77,13.11
48.72,25.36,19.64
15.61,23.49,32.6
11.73,26.94,33.98
17.52,40.06,37.65
51.12,31.54,21.7
14.68,37.97,40.0
46.95,40.78,31.6
52.82,33.1,22.06
45.41,34.35,26.13
75.73,31.11,17.54
19.61,35.89,36.16
15.86,23.25,31.69
66.49,13.58,12.37
86.73,28.59,8.38
22.8,40.81,35.83
26.39,15.35,26.04
27.01,30.74,32.56
88.34,25.64,6.51
29.47,12.83,24.8
20.13,41.62,37.76
49.06,29.81,25.16
48.83,38.92,23.76
41.8,41.92,26.71
84.97,41.42,12.9
52.48,30.94,20.57
81.39,32.11,11.4
64.15,10.97,11.68
41.28,21.48,21.96
36.52,10.84,18.63
49.09,37.1,27.59
11.62,10.95,32.99
32.86,23.13,26.4
80.92,23.27,7.75
22.5,24.41,30.38
24.28,41.53,36.56
51.82,18.74,18.26
65.54,42.01,25.9
37.97,28.3,26.16
24.29,32.39,27.72
51.02,19.11,18.34
59.22,32.4,19.15
41.52,10.93,16.92
10.29,14.09,31.16
72.3,39.35,18.97
67.78,16.6,7.9
81.26,14.88,7.79
84.5,38.71,17.57
36.04,10.63,27.4
51.45,15.28,15.48
43.35,20.71,16.86
63.53,34.55,17.83
60.31,10.74,14.26
19.91,31.22,34.17
59.25,16.42,15.71
34.74,10.34,21.13
70.37,43.09,18.81
78.11,42.95,15.43
61.94,35.26,21.67
75.49,20.44,9.87
19.16,44.45,39.55
18.47,26.81,28.83
45.14,29.26,24.03
33.49,20.28,23.67
81.19,25.63,8.3
84.6,18.4,5.8
24.91,21.0,23.96
44.05,29.63,25.97
26.89,31.48,30.12
41.46,16.59,20.86
22.83,32.99,35.91
23.81,15.85,25.34
18.19,15.54,30.12
50.23,32.37,21.45
17.26,13.42,30.95
86.36,16.08,5.15
84.45,14.41,9.39
31.51,38.07,32.55
16.1,24.18,28.72
70.13,41.83,17.97
56.73,42.04,24.53
31.4,41.98,37.2
32.14,36.29,32.57
32.94,17.79,20.86
45.9,10.44,18.98
67.68,43.83,26.48
57.07,38.86,24.38
83.87,39.63,14.56
61.35,16.23,13.95
89.81,17.22,4.82
68.3,39.52,19.07
76.02,37.4,17.85
71.5,37.98,17.25
86.43,29.51,7.33
43.18,38.79,26.4
34.9,15.11,21.45
31.94,39.63,33.33
68.46,44.91,19.46
10.42,20.12,31.32
40.76,21.97,27.68
23.29,18.5,27.77
73.37,30.02,16.24
80.44,14.09,8.24
72.19,20.47,10.9
28.07,35.33,31.01
77.43,15.26,9.73
13.89,25.11,32.54
87.93,18.39,6.57
74.08,40.33,17.9
70.16,11.46,9.7
75.52,23.21,8.59
29.47,18.07,21.44
76.28,37.62,17.35
28.82,20.67,24.25
24.12,10.78,26.17
58.73,23.49,15.88
23.56,35.57,32.73
48.82,19.63,19.2
65.11,19.37,15.38
15.47,24.35,29.41
71.39,25.84,17.17
61.35,42.89,24.96
81.14,10.5,5.78
42.98,27.93,21.04
10.25,20.43,32.35
86.77,10.18,4.36
15.59,26.02,31.66
76.8,37.3,14.4
64.85,24.75,13.85
41.46,38.44,27.02
42.38,30.58,25.31
26.66,39.35,35.22
88.98,41.48,11.93
58.69,16.04,13.88
82.35,36.24,13.91
88.13,35.65,13.06
86.78,20.76,6.26
13.1,16.47,28.21
26.32,16.15,25.75
25.41,18.67,25.6
80.27,38.51,15.82
57.54,11.81,16.38
71.01,19.08,11.53
81.35,27.53,12.77
15.84,33.46,35.57
78.79,40.78,16.73
75.18,39.15,15.81
43.11,26.22,21.37
82.67,18.96,6.91
68.22,29.39,17.26
41.01,33.6,27.8
88.98,34.05,9.82
12.27,15.78,28.38
14.75,13.8,30.4
80.43,38.49,17.85
78.15,28.65,10.45
31.6,31.26,29.41
82.11,18.43,6.76
53.89,34.15,25.14
41.71,24.27,21.21
27.6,14.82,27.96
89.72,23.05,7.73
19.04,43.28,35.31
84.67,14.1,7.71
83.1,23.36,6.33
28.57,15.96,23.75
12.45,34.94,37.76
59.83,39.09,23.19
29.63,28.09,32.67
67.96,18.74,12.38
68.75,25.04,13.43
65.22,17.61,13.59
72.83,42.63,20.79
80.57,17.89,6.03
21.88,13.02,27.91
34.39,41.15,33.68
79.29,15.47,6.9
50.6,17.95,16.29
47.3,44.45,28.28
64.89,36.99,20.75
21.67,13.69,28.73
64.21,20.83,11.67
78.9,26.84,12.59
67.71,16.71,12.07
86.57,44.72,15.81
35.17,38.38,30.4
44.52,43.67,30.33
36.57,31.0,25.55
89.15,23.54,4.08
44.53,42.04,27.55
20.62,31.22,35.14
25.47,18.59,28.52
39.26,40.08,28.39
11.2,38.29,38.3
58.44,26.16,19.6
80.89,37.7,13.54
39.19,33.56,27.54
61.19,16.08,10.14
67.45,33.39,15.75
39.23,32.75,25.14
41.96,18.17,22.23
65.08,21.99,15.66
49.83,43.61,26.98
39.03,34.82,24.56
44.83,34.4,24.63
75.06,32.31,10.04
84.1,36.91,11.23
80.03,18.24,5.85
39.15,26.18,24.06
66.51,33.53,16.99
64.63,43.01,18.29
10.19,32.27,38.89
